"";"name";"brewery";"beer_link";"alc";"exctract";"type";"desc";"price"
"576";"Mio Mio- Mate- 0,33l b/zwr";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-mate-033l-b-zwr/";"4.4";NA;"Pszeniczne";"Mio Mio to napoje na bazie yerba mate, a tak¿e wody mineralnej. Mio Mio Mate to niepowtarzalny smak i jakoœæ. Napój zawiera 20 mg / 100 ml naturalnej kofeiny. Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";3,99
"577";"Monkey Feels Like Heaven 0,44l puszka";"Monkey";"https://ipiwo.pl/produkt/monkey-feels-like-heaven-044l-puszka/";"5.5";"14";"NEIPA";"Lubisz ten stan? S³oñce, a tak¿e wygodne siedzisko. Czysty umys³, relaks, w szkle aromatyczne soczyste piwo. Bierzesz ³yk i czujesz siê jak w niebie. Feels Like Heaven";11,99
"578";"Monkey My Heart Goes Boom 0,5l";"Monkey";"https://ipiwo.pl/produkt/monkey-my-heart-goes-boom-05l/";"6.4";"14";"Owocowe, Sour";"Serce siê cieszy na sam¹ myœl o piwie z warzywem. Rabarbar jest jednak warzywem wyj¹tkowym, poniewa¿ idealnie komponuje siê z piwem. Nieprawda¿? Serce siê raduje.";9,99
"579";"Nepomucen Carpio – 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-carpio-05l-puszka/";"6.7";"15.8";"KoŸlak";"Jak co roku z okazji Dni Karpia w Dolinie Baryczy uwarzyliœmy naszego KoŸlaka Jesiennego w stylu holenderskim – CARPIO. Znów wracamy do tradycji, a tak¿e korzeni piwowarstwa i robimy to z du¿¹ przyjemnoœci¹. SprawdŸcie i Wy!";9,99
"580";"Nepomucen Crazy Lines #03 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-crazy-lines-03-05l-puszka/";"7.8";"22";"DDH, IPA";"CRAZY LINES #03 – DDH HAZY DIPA – 19,0°Blg, 7,8% alk., 40 IBU. Crazy Lines to seria piw, „odjechanych” ipek. Intensywnie, chmielowo, a tak¿e bezkompromisowo – to nasza idea dla piw z tej serii. Piwo z #03 to DDH Hazy DIPA na najlepszych chmielach prosto z USA: Citra, Mosaic, Centennial. Dro¿d¿e London Fog.";13,59
"581";"Nepomucen Crazy Lines #07 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-crazy-lines-07-05l-puszka/";"8.5";"19";"IPA";"To ju¿ siódma ods³ona ipek z serii Crazy Lines. Tym razem siêgnêliœmy po szczep dro¿d¿y od White Labs, Inc – The Yeast Bay WLP4047 Pakruojis Lithuanian Farmhouse – wyizolowany z litewskiego browaru… Efekt przeszed³ nasze oczekiwania. Jest sztos. Bomba owoców tropikalnych, cytrusów, a tak¿e dope³niaj¹cych ca³¹ kompozycjê nut kokosa od chmielu Sabro. Wynik po³¹czenia u¿ytych chmieli, ale i dro¿d¿y da³ bardzo bardzo ciekawy profil aromatyczny. Dro¿d¿e wytworzy³y masê estrów owoców cytrusowych, które podbijaj¹ owocowoœæ chmielu. Piwo jest rzeœkie i bardzo bardzo g³adki od zasypu i dodatku s³odu owsianego.
TERMIN PRZYDATNOŒCI DO SPO¯YCIA: 29.03.2022";14,49
"582";"Nepomucen Crazy Lines #10 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-crazy-lines-10-05l-puszka/";"8.0";"18";"IPA";"Mamy dla Was kolejn¹ crazy ipkê. Tym razem w tworz¹cym siê stylu COLD IPA. Wytrawne IPA przefermentowane dro¿d¿ami dolnej fermentacji, ale z wyraŸnie intensywnym chmielowym charakterem. Piwo chmieliliœmy odmianami Nelson Sauvin, Lotus, Centennial, TRI2304CR Blend, Cryo Hops. Hoprate 22 g/l.";13,49
"583";"Nepomucen Crazy Lines #13 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-crazy-lines-13-05l-puszka/";"7.1";"18";"Sour";"Double Sour IPA . Kwaœne piwo dodatkowo wype³nione owocami mango i passion fruit";11,99
"584";"Nepomucen Crazy Lines #14 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-crazy-lines-14-05l-puszka/";"7.0";"16.5";"IPA";"Kolejna ods³ona serii Crazy Lines z browaru Nepomucen. Solidnie nachmielone zestawem Talus, Idaho 7 i Simcoe. Niezwykle kremowe piwo, doskonale zbalansowane. Œredniego poziomu goryczka jest skontrowana podbudow¹ s³odow¹. W smaku, a tak¿e aromacie zdecydowanie wyczuwalne limonki, kokos, czerwone pomarañcze, ale i grejpfruty oraz liczi.";12,99
"585";"Nepomucen Crazy Lines #15 Five o’Clock 0,5l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-crazy-lines-15-five-oclock-05l-puszka/";"7.5";"16.5";"IPA";"Chmielona odmianami: Sorachi Ace, Mosaic i Columbus. W aromacie wyczuwalne limonki, cytryny, czerwone pomarañcze, a tak¿e grejpfruty.";11,39
"586";"Nepomucen Fam – 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-fam-05l-puszka/";"6.0";"15.1";"West Coast IPA";"Wczeœniej La Famiglia dzisiaj Fam. Family & Mates to od zawsze nasze ziomki. Aby uczciæ wiele lat dobrej wspó³pracy postanowiliœmy uwarzyæ wspólne piwo. £¹czy klasyczne, goryczkowe i wytrawne West Coast IPA z soczystym Hazy IPA. Ta hybryda powinna zadowoliæ zaciêtych ortodoksów i poszukuj¹cych beer geeków.";12,99
"587";"Nepomucen Forest IPA 0,33l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-forest-ipa-033l-puszka/";"5.5";"15.1";"IPA";"FOREST – 15,1 °Blg, 5,5% alk., 60 IBU – India Pale Ale – jasne piwo w stylu IPA o zdecydowanej goryczce. Ga³¹zki sosny, jod³y i œwierku nada³y piwu leœnego klimatu a dodatek amerykañskich chmieli uzupe³ni³ je o nuty cytrusowe.";7,49
"588";"Nepomucen From the Source Bourbon & Rum";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-from-the-source-bourbon-rum-ba-0375l/";"10.0";"35.0";"Stout";"Ka¿dy strumieñ ma swoje Ÿród³o. Nasze p³ynie nieprzerwanie ju¿ 6 rok! St¹d specjalne piwo: From The Source. Prosto ze Ÿród³a, a tak¿e rêcznie wykonane obrazy na trzech ró¿nych etykietach butelek, które maj¹ podkreœlaæ ten up³yw czasu. Oddajemy w Wasze rêce wyj¹tkowe piwo, bo sami, bêd¹c z nami te 6 lat, jesteœcie wyj¹tkowi. Dziêkujemy!";19,99
"589";"Nepomucen Frutollo 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-frutollo-05l-puszka-2/";"0.5";NA;"Bezalkoholowe, Owocowe";"Kapsu³a z misji FRUTOLLO powróci³a w³aœnie na Ziemiê. Sprowadzi³a wyœmienite próbki kosmicznych malin i czarnej porzeczki. Podczas podró¿y nabra³y one dodatkowo waniliowych aromatów. Dodatkowo nieznane si³y pozbawi³y zawartoœci alkoholu.";8,99
"590";"Nepomucen Hall of Hops 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-hall-of-hops-05l-puszka/";"5.5";"14";"IPA";"Polecamy Wam dziœ piwo idealne na d³ugie letnie spotkania przy piwie. HALL OF HOPS – Session Hazy IPA chmielone Citra, Sabro, a tak¿e Amarillo – 14,0°Blg, 5,5% alk. Uwarzone w kooperacji z Drink Hala. Œmia³o mo¿ecie braæ kilka…";12,99
"591";"Nepomucen Harce – 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-harce-05l-puszka/";"6.0";"15.1";"IPA";"HARCE to autorska kooperacja Browaru Nepomucen oraz Bistro Harce spod œlê¿añskiej Sobótki. Efektem tej wspó³pracy jest wyj¹tkowa Hazy IPA z dodatkiem p³atków owsianych, pszennych, a tak¿e olejku chmielowego. Propozycja w sam raz dla spragnionych orzeŸwienia w s³oneczny dzieñ. Zapraszamy na Harce.";12,99
"592";"Nepomucen Idaho 7 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-idaho-7-05l-puszka/";"7.8";"19";"NEIPA";"Idaho 7 to bez w¹tpienia jeden z naszych ulubionych chmieli. Dlatego nasz¹ kolejn¹ Double IPA postanowiliœmy nachmieliæ tak by zaprezentowa³ pe³niê swoich walorów smakowych. W ca³ym etapie chmielenia na zimno odmiana Idaho 7 stanowi³a niemal 80% Hoprate 25 gramów na litr. Spodziewajcie siê zatem mnóstwa owoców tropikalnych, cytrusów, owoców leœnych, a nawet delikatnych nut kwiatowych oraz sosnowych. Wszystko to w g³adkim, smuk³ym i ekstremalnie pijalnym IDAHO 7 – MODERN NE DIPA";13,99
"593";"Nepomucen Jean Michel 2 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-jean-michel-2-05l-puszka/";"8.5";"19";"Stout";"FOREIGN EXTRA STOUT. Z kokosem i wanili¹, a tak¿e zmielon¹ kaw¹ “Brazylia Campo Das Vertentes”";11,99
"594";"Nepomucen Magnificient Three Shake It 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-magnificient-three-shake-it-05l-puszka/";"8.2";"19";"DDH, IPA";"Podwójna New England IPA. Œredni¹ dawka goryczki, a tak¿e œwietny balans, skontrowany podbudow¹ s³odow¹. Niezwykle g³adkie i orzeŸwiaj¹ce.";13,99
"595";"Nepomucen Magnificient Three: Hold It 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-magnificient-three-hold-it-05l-puszka/";"8.2";"19";"DDH, IPA";"Tym razem postawiliœmy na bardzo mocne wyeksponowanie chmielu HBC 586. Wnosi w smaku i aromacie nuty mango, guawy, lychee, a tak¿e owoców cytrusowych. Ca³oœæ kompozycji dope³niaj¹ stosowane ju¿ wczeœniej odmiany Cryo Pop oraz Sabro. Ju¿ teraz mo¿emy powiedzieæ, ¿e jesteœmy dumni, ¿e seria znów trzyma bardzo wysoki poziom.";13,99
"596";"Nepomucen Magnificient Three: Push It 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-magnificient-three-push-it-05l-puszka/";"8.2";"19";"DDH, IPA";"Niezwykle aromatyczna DDH Hazy DIPA. Bardzo mocno nachmielona HBC 472, Ekuanot oraz Centennial. Piwo jest bardzo orzeŸwiaj¹ce, a tak¿e g³adkie.";13,99
"597";"Nepomucen Maria – 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-maria-05l-puszka/";"5.4";"12";"Berliner Weisse";"Imperial Berliner Weisse. Kwaœne piwo dodatkowo wype³nione truskawkami, malinami, je¿ynami oraz piankami marshmallow.";11,49
"598";"Nepomucen Mark #2 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-mark-2-05l-puszka/";"10.0";"27.5";"Stout";"Kawa, czekolada, kakao to nuty jakie naturalnie kojarz¹ nam siê z dobrym imperialnym stoutem. Jak daleko zatem od dobrego stouta do przepysznego deseru? Zapraszamy na cztero-czêœciow¹ mini-seriê MARK w której proponujemy nasze interpretacje wymarzonego deseru. W MARK #2 wzbogaciliœmy smak naszego stouta o mas³o orzechowe, czekoladê oraz banana.";21,99
"599";"Nepomucen Mark #3 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-mark-3-05l-puszka/";"10.0";"27.5";"Stout";"MARK #3 – 27,5°Blg, 10,0% alk. – Maple Syrup, Chocolate & Coconut Imperial Pastry Stout. Kawa, czekolada, kakao to nuty jakie naturalnie kojarz¹ nam siê z dobrym imperialnym stoutem. Jak daleko zatem od dobrego stouta do przepysznego deseru? Zapraszamy na cztero-czêœciow¹ mini-seriê MARK w której proponujemy nasze interpretacje wymarzonego deseru. W MARK #3 wzbogaciliœmy smak naszego stouta o syrop klonowy, czekoladê oraz kokos";11,99
"600";"Nepomucen Mark #4 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-mark-4-05l-puszka/";"10.0";"27.5";"Stout";"MARK #4 – 27,5°Blg, 10,0% alk. – Caramel, Chocolate & Coconut Imperial Pastry Stout. Kawa, czekolada, kakao to nuty jakie naturalnie kojarz¹ nam siê z dobrym imperialnym stoutem. Jak daleko zatem od dobrego stouta do przepysznego deseru? Zapraszamy na cztero-czêœciow¹ miniseriê MARK w której proponujemy nasze interpretacje wymarzonego deseru. W MARK #4 wzbogaciliœmy smak naszego stouta karmel, czekoladê, kokos oraz sól hawajsk¹ zielon¹ Bamboo Jade.";21,99
"601";"Nepomucen Meet Our Friends Funky Fluid 0,5l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-meet-our-friends-funky-fluid-05l-puszka/";"10.5";"26";"IPA";"Z ekip¹ Browar FUNKY FLUID wypiliœmy i uwarzyliœmy ju¿ morze piwa. Pracujemy razem przy wielu wspólnych projektach piwnych ale co najwa¿niejsze zawsze sprawia nam to masê przyjemnoœci. Nie mog³o ich zatem zabrakn¹æ w naszej serii MEET OUR FRIENDS ! I wreszcie mamy to! Piwo specjalne, piwo mocarne, piwo wyj¹tkowe i mo¿na by tak jeszcze d³ugo… EPISODE 08 to TDH QUAD IPA Talus x HBC 630 Cryo Hops x Cryo Pop x Nelson Sauvin – 26,0°Blg, 10,5% alk., HOPRATE: 35,0 g/L.";11,99
"602";"Nepomucen Meet Our Friends Monsters 0,5l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-meet-our-friends-monsters-05l-puszka/";"6.4";"16.5";"IPA";"Pacific Oat Cream IPA. Solidnie nachmielona zestawem Enigma, Nelson, Sauvin, Galaxy. Niezwykle kremowe piwo, doskonale zbalansowane. Œrednego poziomu goryczka jest skontrowana podbudow¹ s³odow¹. W smaku, a tak¿e aromacie zdecydowanie wyczuwalne owoce cytrusowe i tropikalne.";13,99
"603";"Nepomucen Meet Our Places A Good Thug 0,5l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-meet-our-places-a-good-thug-05l-puszka/";"5.2";"12.4";"Pils";"Razem z topowymi, a jednoczeœnie naszymi ulubionymi multitapami w Polsce, warzymy now¹ seriê piw. Do wspó³pracy za ka¿dym razem zapraszamy inny lokal z którym warzymy nowe piwo. Tak trzeba ¿yæ! Piwo uwarzyliœmy przy u¿yciu wy³¹cznie niemieckich s³odów i chmieli. Zastosowane odmiany chmieli to Polaris, Huell Melon, a tak¿e Mandaryna Bavaria. Piwo jest rzeœkie, goryczkowe, wytrawne, ale i przyjemnie chmielowe z dominuj¹cymi aromatami mandarynki, ananasa, melona, moreli oraz mieszanki owoców cytrusowych.";8,49
"604";"Nepomucen Meet Our Places Berliner Inside";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-meet-our-places-chmielarnia-05l-puszka/";"6.4";"16";"Berliner Weisse";"Razem z topowymi, a jednoczeœnie naszymi ulubionymi multitapami w Polsce, warzymy now¹ seriê piw. Do wspó³pracy za ka¿dym razem zapraszamy inny lokal z którym warzymy nowe piwo. Tak trzeba ¿yæ! Imperialny Berliner Weisse z marakuj¹, guanabana, tajsk¹ bazyli¹, a tak¿e miêt¹ pieprzow¹.";11,99
"605";"Nepomucen Meet Our Places Multicultural";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-meet-our-places-multi-qlti-05l-puszka/";"7.0";"16.5";"IPA";"Razem z topowymi, a jednoczeœnie naszymi ulubionymi multitapami w Polsce, warzymy now¹ seriê piw. Do wspó³pracy za ka¿dym razem zapraszamy inny lokal z którym warzymy nowe piwo. Tak trzeba ¿yæ! California IPA chmielone HBC 472, Simcoe, Mosaic, Idaho 7, Centennial, Columbus. Niezwykle kremowa pianka, a tak¿e przyjemna goryczka o bardzo egzotycznym smaku.";12,99
"606";"Nepomucen Meet Our Places Naked Foot 0,5l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-meet-our-places-naked-foot-05l-puszka/";"6.9";"15.1";"West Coast IPA";"Razem z topowymi, a jednoczeœnie naszymi ulubionymi multitapami w Polsce, warzymy now¹ seriê piw. Do wspó³pracy za ka¿dym razem zapraszamy inny lokal z którym warzymy nowe piwo. Tak trzeba ¿yæ! West Coast IPA obficie nachmielona Cashmere, Mosaic, a tak¿e Falconer’s Flight – 15,1°Blg, 6,9% alk.";11,99
"607";"Nepomucen Nachmielona Hoptimum 0,5l";"Bezalkoholowe";"https://ipiwo.pl/produkt/nepomucen-nachmielona-hoptimum-05l/";"0.0";NA;"Bezalkoholowe";"Trochê pod pr¹d albo po prostu nie z g³ównym nurtem? Poszukujesz konkretnych rozwi¹zañ? I koniecznie – z dobrym produktem, bo wszechobecny koncern zaczyna odbijaæ ci siê czkawk¹? No to teraz bez œciemy drodzy, mili – tego u nas nie znajdziecie. Naturalna woda z ujêcia g³êbinowego, a tak¿e amerykañski chmiel sprawi³y, ¿e nachmielona nie zawiera cukru ani kalorii. Za to ma duuuuuuu¿o aromatu i jakoœæ gwarantowan¹ przez Browar Nepomucen.";5,79
"608";"Nepomucen Open Craft Black Currant 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-open-craft-black-currant-05l-puszka/";"4.2";NA;"Sour";"Catherina Sour solidnie nachmielona Citr¹. Dodatkowo zrównowa¿ona kwasowoœci¹ pochodz¹c¹ z czarnej porzeczki.";10,98
"609";"Nepomucen Open Craft Cherry, Raspberry & Lime";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-open-craft-cherry-raspberry-lime-05l-puszka/";"4.2";NA;"Owocowe, Sour";"Catherina Sour nachmielona Citr¹. Dodatkowo zrównowa¿one kwasowoœci¹ dziêki uzupe³nieniu wiœniami, malinami oraz limonk¹.";10,98
"610";"Nepomucen Peinture Fraiche 0,33l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-peinture-fraiche-033l/";"9.5";NA;"DDH, IPA";"Kooperacyjne piwo uwarzone z O’clock Brewing – Peinture Fraiche – Triple IPA. Bardzo du¿y zasyp s³odu, a dodatkowo wiêksze iloœci chmielu! W efekcie piwo zyska³o wy¿sz¹ zawartoœæ alkoholu oraz intensywny smak i aromat.";21,99
"611";"Nepomucen Pollock 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-pollock-05l-puszka-2/";"10.0";"21";"Pastry Sour, IPA";"POLLOCK – BLUEBERRY & VANILLA CREAM CAKE IMPERIAL PASTRY SOUR IPA – 21,0°Blg, 10,0% alk. Jagodowo-waniliowe ciacho, w którym przeplataj¹ siê smaki kwaœne, ale i s³odkie uzupe³nione o chmielow¹ goryczkê.";12,99
"612";"Nepomucen Sabro 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-sabro-05l-puszka/";"7.8";"19";"NEIPA";"W ka¿dym z naszej nowej serii piw dominuje jeden chmiel, który stanowi oko³o 60% ca³ego chmielenia. Dodatkowo uzupe³nione chmielami Mosaic i Idaho 7. To nawi¹zanie do nowoczesnych single hopów, gdzie pozosta³e chmiele dope³niaj¹ ca³oœæ.";13,99
"613";"Nepomucen Triple-Triple 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-triple-triple-05l-puszka/";"8.5";"21";"IPA";"Przekroczyliœmy kolejn¹ granicê – tak nachmielonego piwa jeszcze u nas nie by³o. Sypnêliœmy a¿ 30 gramów na litr nowofalowych chmieli najwy¿szej jakoœci. A co? Zrobimy wszystko, aby nasze piwo by³o najsmaczniejsze i najlepsze!";14,99
"614";"Nepomucen Tropical Hurricane 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-tropical-hurricane-05l-puszka/";"8.1";"19";"Owocowe, Gose";"Przygotuj siê na przyjœcie prawdziwie tropikalnego i owocowego huraganu. Oto nadci¹ga nasze imperialne gose dodatkowo podkrêcone owocami mango, kalamondynki, marakuji i limonki. I nic ju¿ nie bêdzie takie samo!";12,99
"615";"Nepomucen Tropical Hurricane 2 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-tropical-hurricane-2-05l-puszka/";"8.1";"19";"Gose";"Przygotuj siê na przyjœcie prawdziwie tropikalnego huraganu – oto nadci¹ga nasze imperialne gose. Dodatkowo wzbogacone papaj¹, mango, ananasem i marakuj¹. I nic ju¿ nie bêdzie takie samo!";12,39
"616";"Nepomucen Two-Headed Giant 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-two-headed-giant-05l-puszka/";"9.5";"23";"NEIPA";"TRIPLE NEIPA, 23° Plato, 9.5% alk. uwarzonego w Pradze w kooperacji z Sibeeria Brewery. Piwo wygl¹da, pachnie i smakuje wyœmienicie ale o tym najlepiej przekonajcie siê sami.";14,99
"617";"Nepomucen With Friend at Home 0,5l puszka";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-with-friend-at-home-05l-puszka/";"5.2";"12";"Gose";"Kooperacja z Browarem Gwarek. Fruit Gose dodatkowo wzmocnione pulp¹ z marakui, pulp¹ z guawy, a tak¿e sokiem z malin. W wyniku powsta³o piwo delikatne, ale i niesamowicie orzeŸwiaj¹ce.";10,69
"618";"Nepomucen Wood Pecker – But. 0,5l";"Nepomucen";"https://ipiwo.pl/produkt/nepomucen-wood-pecker-but-05l/";"4.9";"12";"Ale";"WOODPECKER – PALE ALE – 12,0°Blg, 4,9% alk. Jasne piwo górnej fermentacji, rzeœkie lekkie i aromatyczne od zastosowanych odmian Huell Melon oraz Hallertauer";8,49
"619";"Nook Cinnamon Danish – 0,5l puszka";"Nook";"https://ipiwo.pl/produkt/nook-cinnamon-danish-05l-puszka/";"6.0";"19";"Stout";"Klocki LEGO, cynamonowe, lukrowane bu³eczki, a tak¿e bajki Andersena to nie jedyne wspania³oœci jakie niesie ze sob¹ Dania. My proponujemy wam wyprawê w g³êbiê smaku naszego cynamonowego i treœciwego stouta z dodatkiem palonego jêczmienia i p³atków owsianych. Wra¿enia z tej podró¿y gwarantowane!";11,99
"620";"Nook DDH Desitka – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/nook-ddh-desitka-but-05l/";"4.4";"10";"Lager";"S¹siaduj¹ca z nami S³owacja ma wiele do zaoferowania. Piêkne widoki, termy, ale i dobre piwo. Popijaj¹c nasz¹ obficie nachmielon¹ Desitkê bêdziesz mia³ okazjê udaæ siê w t¹ podró¿ pe³n¹ aromatycznych odmian chmielu.";12,99
"621";"Olimp Achilles – But. 330 ml";"Olimp";"https://ipiwo.pl/produkt/olimp-achilles-but-033l/";"13.0";NA;"Sour, Barley Wine";"ACHILLES to nasza w³asna interpretacja stylu lub po prostu nasz nowy styl Sour Barley Wine. Ta wersja to lekko kwaœno s³odkie mocne piwo z dodatkiem moszczu z winogron, a tak¿e soku z czarnego bzu! Aromat to poezja!";22,99
"622";"Olimp Atlas-Sour Fruit –  But.  0,5l";"Olimp";"https://ipiwo.pl/produkt/olimp-atlas-sour-fruit-but-05l/";"5.0";NA;"Owocowe, Sour, APA";"Atlas – syn tytana Japeta i okeanidy Azji, a tak¿e brat Prometeusza. Skazany przez Zeusa za udzia³ w tytanomachii na dŸwiganie sklepienia niebieskiego na swoich barkach. Uchodzi³ za pierwszego astronoma.
Piwo pasteryzowane, niefiltrowane.";11
"623";"Olimp Dejno – butelka 330 ml";"Olimp";"https://ipiwo.pl/produkt/olimp-dejno-butelka-330-ml/";"6.0";NA;"Sour";"Dejno – córka Forkosa i Keto. Jedna z trzech Forkid, sióstr, upiornych staruszek, które dzieli³y ze sob¹ jeden z¹b, a tak¿e jedno oko. Strzeg³y miejsce ukrycia innych postaci mitologicznych – Gorgon.";17,99
"624";"Olimp Hermafrodyta- But. 0,5l";"Olimp";"https://ipiwo.pl/produkt/olimp-hermafrodyta-but-05l/";"5.2";NA;"APA";"Klasyczne g³adkie piwo pszeniczne, które dziêki u¿ytym chmielom amerykañskim sta³o siê megaromatyczne. Znajdziemy tu akcenty ¿ywiczne, tropikalne, ale i cytrusowe.";9,99
