"";"name";"brewery";"beer_link";"alc";"exctract";"type";"desc";"price"
"520";"Maltgarden Where Do We Begin 0,5l puszka";"Maltgarden";"https://ipiwo.pl/produkt/maltgarden-where-do-we-begin-05l-puszka/";"4.5";"12";"DDH, IPA";"Where Do We Begin jest rzeœkim i orzeŸwiaj¹cym piwem idealnym na letnie dni. Uwarzone na chmielach takich jak HBC 586 oraz HBC 630, które œwietnie nadaj¹ mu charyzmê i klimat. Dziêki nim mo¿ecie wyczuæ ciekawe akcenty mango, liczi, cytrusów, guawy, truskawki oraz nuty kandyzowanych owoców.";13,49
"521";"Maryensztadt Barley Wine Laphroaig 0,33l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-barley-wine-laphroaig-033l/";"9.5";"22";"Barley Wine";"Barley Wine dodatkowo le¿akowany przez 8 miesiêcy w beczce po Laphroaig Whisky";16,49
"522";"Maryensztadt Bawarska pszenica – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-bawarska-pszenica-but-05l/";"4.2";"13";"Pszeniczne";"Niemiecki klasyk, bananowo-goŸdzikowe piwo pszeniczne, o du¿ej, a tak¿e gêstej pianie.";6,49
"523";"Maryensztadt Bezglutenowe APA 0,5l";"Bezglutenowe";"https://ipiwo.pl/produkt/maryensztadt-bezglutenowe-apa-05l/";"4.1";"11";"APA";"Wolne od Glutenu, bezpieczne dla osób z celiaki¹ i idealne dla osób na diecie bezglutenowej. Jasne, delikatne piwo w stylu APA. Niesamowicie orzeŸwia, a tak¿e gasi pragnienie. Lekkie o umiarkowanej goryczce.  Aromat cytrusowy zawdziêczamy amerykañskim odmianom chmieli.";6,79
"524";"Maryensztadt BonBon Orange/Grapefruit/Coconut";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-bonbon-orange-grapefruit-coconut/";"7.0";"18";"Owocowe, Pastry Sour, Sour";"Po³¹czenie dojrza³ych  cytrusów z delikatnym aromatem kokosa, w smaku dominuje s³odycz uzupe³niona orzeŸwiaj¹cym smakiem grejpfruta, a tak¿e pomarañczy.";9,99
"525";"Maryensztadt Californication 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-californication-05l/";"6.0";NA;"IPA";"Chmielone na zimno Hazy IPA, orzeŸwiaj¹ce, ale z umiarkowan¹ goryczk¹ o z³o¿onym i œwie¿ym aromacie owoców tropikalnych, cytrusowych oraz sosnowych.";9,99
"526";"Maryensztadt Can’t Stop 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-cant-stop-05l/";"4.9";NA;"APA";"Rzeœkie i soczyste piwo w stylu Hazy APA. Aromat owoców tropikalnych, grejpfruta, mandarynki, a tak¿e mango zyska³o dziêki chmieleniu na zimno amerykañskimi odmianami. Umiarkowany alkoholi goryczka oraz g³adka tekstura sprawiaj¹, ¿e piwo jest niesamowicie pijalne.";9,99
"527";"Maryensztadt Cherry Flanders Red Ale 0,75l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-wild-funky-cherry-flanders-red-ale-075l/";"5.6";"13.2";"Ale";"Flamandzkie czerwone piwo z dodatkiem s³odkich wiœni, poddawane fermentacji spontanicznej. Fermentowane w beczce po czerwonym winie od maja 2019r. W aromacie dominuje dojrza³a wiœnia uzupe³niona o aromaty œliwki, a tak¿e porzeczki charakterystyczne dla tego stylu. W smaku kwaskowate o niskiej goryczce.";34,99
"528";"Maryensztadt Darkness My Friend Oat Stout 0,44l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-darkness-my-friend-oat-stout-044l/";"6.0";"15";"Stout";"Piwo ciemne w stylu owsianym stout, treœciwe i g³adkie za spraw¹ p³atków owsianych, a tak¿e umiarkowanej goryczce. Dziêki palonym s³odom wyraŸnie wyczuwalne aromaty kawy i mlecznej czekolady, uzupe³nione o orzechowe nuty.";8,99
"529";"Maryensztadt Dry Stout – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-dry-stout-but-05l/";"4.5";NA;"Stout";"Ciemne piwo o ³agodnym aromacie kawy, ale i gorzkiej czekolady. W smaku wytrawne, palone z wyraŸnie zaznaczon¹ goryczk¹.";6,99
"530";"Maryensztadt Eisbock – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-eisbock-but-05l/";"10.1";"26";"KoŸlak";"Eisbock to pierwsze piwo w naszym browarze poddane procesowi wymro¿enia. Dodatkowo piwo le¿akowa³o w jednym z naszych foederów. Klasycznego koŸlaka, czyli mocne piwo o s³odowym profilu i z³o¿onym aromacie karmelu, ciemnego pieczywa i suszonych owoców, poddaliœmy wymro¿eniu oddzielaj¹c kryszta³ki wody od piwnej esencji. Uzyskaliœmy gêste, przypominaj¹ce likier piwo o jeszcze bardziej intensywnych nutach s³odowych i suszonych owoców. Dla lepszego u³o¿enia alkoholu, piwo dodatkowo le¿akowa³o w Foederze";9,99
"531";"Maryensztadt Foeder Brett Ale 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-foeder-brett-ale-044l-puszka/";"6.6";NA;"inne";"Brett Ale – fermentowane w jednym z naszych dêbowych zbiorników – Foeder. W aromacie mocne nuty funky, koñskiej derki, skórzane, ziemiste. Charakterystyczne dla pracy dzikich dro¿d¿y, które uzupe³niaj¹ nuty owoców tropikalnych pestkowych i cytrusów. W smaku wyczuwalne kwaœnoœæ i niska goryczka.";8,49
"532";"Maryensztadt Foeder Saison Orange Blossom";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-foeder-saison-orange-blossom-044l-puszka/";"3.7";NA;"inne";"Lekkie piwo w stylu Saison fermentowane w jednym z naszych foederów. Dziêki fermentacji w dêbowych zbiornikach piwo zyska³o lekkich nut funky, które prze³amuj¹ dominuj¹ce estry owocowe. Ca³oœæ uzupe³niaj¹ cytrusowe aromaty pochodz¹ce od kwiatu pomarañczy. W smaku wyczuwalna zbo¿owa s³odowoœæ, znaczna kwasowoœæ, a tak¿e niska goryczka.";8,99
"533";"Maryensztadt Freeky APA 0,5l";"Bezalkoholowe";"https://ipiwo.pl/produkt/maryensztadt-freeky-apa-05l/";"0.5";"7";"Bezalkoholowe, APA";"Piwo bezalkoholowe (do 0,5%alk.) Piwo w stylu American Pale Ale. Lekkie, orzeŸwiaj¹ce z umiarkowan¹ goryczk¹. W aromacie dominuj¹ nuty cytrusowe, ¿ywiczne i owoców tropikalnych, pochodz¹ce od amerykañskich odmian chmieli Amarillo, Simcoe i Citra. Polecane do: wo³owina, drób, wêdzone ryby.";6,99
"534";"Maryensztadt Getaway – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-getaway-but-05l/";"4.9";NA;"APA";"Lekkie, soczyste i orzeŸwiaj¹ce Hazy APA. Dominuj¹ tu aromaty cytrusów, bia³ych i tropikalnych owoców, a tak¿e nuty sosnowe i ¿ywiczne. W smaku wytrawne, g³adkie z umiarkowan¹ goryczk¹.";9,99
"535";"Maryensztadt Gwiazda pó³nocy 0,33l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-gwiazda-polnocy-033l-2/";"10.1";"26";"Porter";"Imperialny Porter Ba³tycki podkrêcony s³odami wêdzonymi, dodatkiem wêdzonej œliwki i suszonej figi. Ciemne, z³o¿one, ale i zbalansowane";16,99
"536";"Maryensztadt Ice Imperial Baltic Porter Bourbon BA";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-ice-imperial-baltic-porter-bourbon-ba-044l-puszka/";"15.1";"30";"Porter";"Do tegorocznego Baltic Porter Day przygotowania zaczêliœmy ju¿ w 2020r. Uwarzony 8.12.2020, wymro¿ony 3.02.2021, a tak¿e le¿akowany przez d³ugie miesi¹ce w beczkach po Woodford Reserve Bourbon. ICE IMPERIAL BALTIC PORTER z linii Barrel Aged Projekt | 30blg, 15,1%|. Wysz³o piêknie, bêd¹ Pañstwo zadowoleni";22,99
"537";"Maryensztadt IPA – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-ipa-but-05l/";"6.0";NA;"IPA";"Piwo w stylu India Pale ALE, niesamowicie pijalne, lekkie, wytrawne i orzeŸwiaj¹ce z wyraŸn¹ goryczk¹. W aromacie dominuj¹ cytrusy, owoce tropikalne uzupe³nione o nuty sosnowe, ¿ywiczne i kwiatowe.";7,98
"538";"Maryensztadt Lemoniada malina/aronia/jab³ko";"Bezalkoholowe";"https://ipiwo.pl/produkt/maryensztadt-lemoniada-malina-aronia-jablko/";"0.0";NA;"Bezalkoholowe, Owocowe";"Lekko gazowana owocowa lemoniada. Do jej produkcji u¿yliœmy t³oczonych soków z polskich owoców: maliny, aronii i jab³ka. S³odycz maliny uzupe³nia kwaœna aronia nadaj¹c lemoniadzie niesamowite orzeŸwienie. Dodatek chmielu Citra, uzupe³nia kompozycje o aromaty cytrusów, ale i lekk¹, przyjemn¹ goryczkê, która gasi pragnienie.";3,99
"539";"Maryensztadt Lemoniada marakuja/mango/cytryna";"Bezalkoholowe";"https://ipiwo.pl/produkt/maryensztadt-lemoniada-marakuja-mango-cytryna/";"0.0";NA;"Bezalkoholowe, Owocowe";"Lekko gazowana, w 100% naturalna lemoniada z t³oczonych soków z owoców oraz owocowych przecierów. Kwaœnoœæ cytryny kontruje s³odkie mango, smak dope³nia marakuja, ale i lekka goryczka pochodz¹ca od polskiego chmielu Marynka. W aromacie uderzenie owoców tropikalnych oraz cytrusowy aromat amerykañskiego chmielu Citra.";3,99
"540";"Maryensztadt Lemoniada pomarañcza/cytryna/imbir";"Bezalkoholowe";"https://ipiwo.pl/produkt/maryensztadt-lemoniada-pomarancza-cytryna-imbir-033l/";"0.0";NA;"Bezalkoholowe";"Lemoniada z naturalnymi sokami ze s³odkich pomarañczy, cytryny i imbiru. Niesamowicie orzeŸwiaj¹ca, idealnie gasi pragnienie. Cytrusowy charakter podkrêca amerykañski chmiel Citra. W smaku s³odko-kwaœna, za spraw¹ soku z cytryny, ale i s³odkiej pomarañczy, z umiarkowan¹ goryczk¹ pochodz¹c¹ od polskiego chmielu Marynka.";3,99
"541";"Maryensztadt Nevermind vol. 10 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-10-05l/";"4.9";"13";"DDH, APA";"Podwójnie chmielone na zimno Hazy APA, w nieco l¿ejszej ods³onie ni¿ poprzednie piwa z tej serii. Niesamowicie orzeŸwiaj¹ce, z bardzo przyjemn¹ goryczk¹ na finiszu, soczyste i pe³ne aromatów owoców tropikalno – cytrusowych, które nadaj¹ amerykañskie chmiele. Idealne na coraz cieplejsze dni.";10,98
"542";"Maryensztadt Nevermind vol. 11 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-11-044l-puszka/";"6.5";"18";"DDH, IPA";"Imperialna wersja soczystego i mêtnego IPA. Dziêki podwójnemu chmieleniu na zimno odmianami Nelson Sauvin, Citra, Galaxy i  Sabro, piwo zyska³o z³o¿ony profil aromatyczny. Odnajdziemy tu nuty bia³ych owoców, owoców tropikalnych, a tak¿e cytrusowych. Ca³oœæ dope³nia umiarkowana goryczka.";13,99
"543";"Maryensztadt Nevermind vol. 12 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-12-044l-puszka/";"6.0";"18";"DDH, IPA";"Baz¹ tradycyjnie jest Imperialne Hazy IPA podwójnie chmielone na zimno odmianami: Enigma, Vic. Secret, Nelson Sauvin, Galaxy i Citra. Piwo o z³o¿onym aromacie owoców tropikalnych, cytrusowych, ¿ywicznych uzupe³nione o nuty leœnych owoców. Treœciwe 18blg, ale i soczyste, w towarzystwie nienachalnej goryczki.";14,49
"544";"Maryensztadt Nevermind vol. 13 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-13-044l-puszka/";"6.5";NA;"DDH, IPA";"Soczysta i mêtna wersja IPA, o aromacie dojrza³ych cytrusów, uzupe³nionym przez nuty herbaciane, sosnowe, ale i kwiatowe. Tak z³o¿ony aromat uzyskaliœmy dziêki podwójnemu chmieleniu na zimno odmianami Talus, Galaxy, Citra, Sabro i Sorachi Ace. W smaku wytrawne, g³adkie i orzeŸwiaj¹ce.";12,99
"545";"Maryensztadt Nevermind vol. 14 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-14-044l-puszka/";"6.5";NA;"DDH, IPA";"Imperialne Hazy IPA sowicie nachmielone odmianami Strata, Sultana, Talus i Citra. Piwo orzeŸwiaj¹ce z umiarkowan¹ goryczk¹ i aromatami œwie¿ych cytusów, mango, marakui, a tak¿e ananasa";11,99
"546";"Maryensztadt Nevermind vol. 15 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-15-044l-puszka/";"7.5";NA;"DDH, IPA";"Uderzaj¹cy aromat owoców tropikalnych, dojrza³ych cytrusów, grejpfruta, a tak¿e marakui. Do tego solidna podbudowa s³odowa i umiarkowana goryczka na finiszu. To cechy piêtnastej ju¿ ods³ony serii Nevermind -podwójnie chmielonych na zimno imperialnych IPA";12,99
"547";"Maryensztadt Nevermind vol. 5 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-5-044l-puszka/";"7.2";"18";"NEIPA";"Imperialna wersja soczystego New England IPA. Mêtne, rzeœkie, a tak¿e aromatyczne o umiarkowanej goryczce. Za spraw¹ podwójnego chmielenia na zimno amerykañskimi odmianami Ekuanot, Idaho7 i Citra, piwo cechuje niesamowity aromat cytrusów i owoców tropikalnych.
TERMIN PRZYDATNOŒCI DO SPO¯YCIA: 28.02.2022";14,59
"548";"Maryensztadt Nevermind vol. 7 0,44l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nevermind-vol-7-044l-puszka/";"7.8";"18";"DDH, IPA";"CHMIELE: Nelson Sauvin, Kohatu, Pacifica, Citra. Hazy Imperial IPA. Podwójnie chmielone nowozelandzkimi odmianami Nelson Sauvin, Kohatu i Pacifica. Nadaj¹ piwu bogatego aromatu s³odkich owoców tropikalnych, bia³ych winogron, nut kwiatowych, a tak¿e ¿ywicznych, zaœ cytrusowego charakteru dodaje chmiel Citra. Treœciwe, soczyste, ale te¿ orzeŸwiaj¹ce z wytrawnym finiszem.
TERMIN PRZYDATNOŒCI DO SPO¯YCIA: 28.02.2022";13,19
"549";"Maryensztadt New Black Krówka cynamonowa 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-new-black-krowka-cynamonowa-05l/";"6.5";NA;"Stout";"Piwo ciemne, rozgrzewaj¹ce, o piêknym aromacie toffi, a tak¿e cynamonu, który idealnie komponuje siê z jesienno-zimow¹ aur¹.";9,99
"550";"Maryensztadt New Black Œliwka w czekoladzie 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-new-black-sliwka-w-czekoladzie-05l/";"6.5";NA;"Stout";"Piwo ciemne, o kremowej strukturze, z dominuj¹cym aromatem czekolady, a tak¿e suszonej œliwki. W smaku s³odkie, czekoladowe z delikatnie wyczuwalnym smakiem palonych s³odów.";9,99
"551";"Maryensztadt Niemiecki Pils 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-niemiecki-pils-05l/";"4.5";"13";"Pils";"Rzeœkie, wytrawne piwo w stylu German Pils. S³odowy charakter uzupe³nia wyraŸna, czysta goryczka, pochodz¹ca od niemieckich odmian chmielu. Cechuje je jasnoz³ota barwa, a tak¿e piêkna kremowa piana.";6,99
"552";"Maryensztadt Nitro Generation #1 0,44l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-nitro-generation-1-044l-puszka/";"4.2";"11";"Stout";"Nitro Dry Stout to piwo ciemne, o dominuj¹cych aromatach palonego jêczmienia i kawy z doœæ wyraŸn¹ goryczk¹. Piwo nasyciliœmy azotem, co nadaje mu niebywa³ej lekkoœci oraz aksamitnej, ale i g³adkiej tekstury, poprawiaj¹c jego pijalnoœæ.
TERMIN PRZYDATNOŒCI DO SPO¯YCIA: 30.03.2022";11,09
"553";"Maryensztadt Porter Ba³tycki 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-porter-baltycki-05l-kopia/";"8.7";"22";"Porter";"Porter Ba³tycki czyli piwowarski skarb Polski. Ciemne, treœciwe piwo gdzie s³odow¹ s³odycz uzupe³niaj¹ aromaty suszonych owoców i czekolady.";9,59
"554";"Maryensztadt Projekt 30#5 – But. 0,33l (Kopia)";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-projekt-305-but-033l-kopia/";"11.74";"29.99";"Russian Imperial Stout";"Russian Imperial Stout o ekstrakcie 29,99BLG. Z dodatkiem syropu klonowego, ziaren kakaowca i wanilii. W aromacie dominuj¹ intensywne czekoladowe nuty uzupe³nione o aromat syropu klonowego, a tak¿e wanilii. Roczne le¿akowanie w beczce po Heaven Hill Kentucky Straight Bourbon Whiskey wzbogaci³o piwo o aromat wanilii, ale i karmelu. W smaku dominuje przyjemna, czekoladowa s³odycz z lekk¹ goryczk¹ na finiszu.";39,99
"555";"Maryensztadt RIS Heaven Hill BA Blueberry";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-ris-heaven-hill-ba-blueberry-chocolate-cookies-044l-puszka/";"12.0";"29";"Russian Imperial Stout";"Russian Imperial Stout le¿akowany przez rok po Haven Hill Bourbon Whiskey, z aromatami jagód, a tak¿e czekoladowych ciastek";22,99
"556";"Maryensztadt RIS Heaven Hill BA Brownie 0,44l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-ris-heaven-hill-ba-brownie-044l/";"12.0";NA;"Stout";"To kolejna ods³ona Projektu Barrel Aged! Russian Imperial Stout 29BLG. Le¿akowany przez rok w beczkach po Heaven Hill Bourbon Whisky. Dodatkowo podkrêcony ziarnami kakaowca i naturalnym aromatem ciemnej czekolady.";22,99
"557";"Maryensztadt RIS Heaven Hill BA Coconut 0,44l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-ris-heaven-hill-ba-white-dark-chocolate-coconut-044l-puszka/";"12.0";"29";"Russian Imperial Stout";"Russian Imperial Stout le¿akowany przez rok po Haven Hill Bourbon Whiskey. Z dodatkiem ziarna kakaowca, naturalnego aromatu bia³ej czekolady, a tak¿e pra¿onych p³atków kokosa.";32,39
"558";"Maryensztadt So Much – But. 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-so-much-but-05l/";"6.0";NA;"IPA";"Hazy IPA chmielone na zimno trzema nowozelandzkimi i jedn¹ amerykañsk¹ odmian¹ chmielu. To po³¹czenie nadaje piwu aromatów cytrusowych, owoców tropikalnych, i pestkowych, a tak¿e nuty ¿ywiczne, sosnowe i kwiatowe. OrzeŸwiaj¹ce z wyraŸn¹ goryczk¹ na finiszu.";9,99
"559";"Maryensztadt Sourtime Mango & Peach 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-sourtime-mango-peach-05l-2/";"6.8";"18";"Owocowe, Sour, IPA";"Kwaœne, owocowe, ale zrównowa¿one z delikatnie zaznaczon¹ czyst¹ goryczk¹ piwo. Mango dodaje œwie¿oœci i soczystoœci do i tak ju¿ ciekawego po³¹czenia kwaœnego IPA. POLECANE DO: Sa³aty, delikatne miêsa, ryby";10,39
"560";"Maryensztadt Sourtime Mango IIPA 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-sourtime-mango-iipa-05l/";"8.5";"18";"Owocowe, Sour, IPA";"Kwaœne, owocowe, zrównowa¿one z delikatnie zaznaczon¹ czyst¹ goryczk¹ piwo. Mango dodaje œwie¿oœci, ale i soczystoœci do i tak ju¿ ciekawego po³¹czenia kwaœnego IPA.";10,39
"561";"Maryensztadt Sourtime Truskawka 0,5l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-sourtime-truskawka-05l-2/";"3.1";"9";"Berliner Weisse, Owocowe, Sour";"To nasza interpretacja klasycznego niemieckiego piwa pszenicznego. W smaku intensywnie kwaœne, lekkie, a tak¿e orzeŸwiaj¹ce. Dodatek truskawek podkrêca naturaln¹ kwaœnoœæ i determinuje jego aromat.";9,59
"562";"Maryensztadt The Roots vol. 2 0,5l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-the-roots-vol-2-05l-puszka/";"6.0";"16";"West Coast IPA";"Kolejny powrót do klasyki z solidn¹ goryczk¹! West Coast IPA chmielony odmianami: Citra, Idaho7, Talus, Azzaca, Amarillo, Cascade i Centenial 16blg i 6% alc. Wytrawne, orzeŸwiaj¹ce, z dominuj¹c¹ nut¹ cytrusów, a tak¿e owoców tropikalnych w aromacie";9,99
"563";"Maryensztadt The Roots vol. 3 0,5l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-the-roots-vol-3-05l-puszka/";"6.0";NA;"IPA";"Piwo w stylu East Coast IPA, gdzie solidn¹ podbudowê s³odow¹ balansuje umiarkowana goryczka. Bardzo aromatyczne za spraw¹ amerykañskich odmian chmielu. Dlatego w piwie wyczuwalne s¹ nuty dojrza³ych owoców tropikalnych, cytrusów, grejpfruta, owoców pestkowych oraz sosnowe i ¿ywiczne.";9,99
"564";"Maryensztadt The Roots vol. 4 0,5l puszka";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-the-roots-vol-4-05l-puszka/";"7.5";NA;"West Coast IPA";"Podwójne West Coast IPA, treœciwe z wyraŸn¹ goryczk¹. Obficie chmielone na zimno odmianami Citra, Azacca, Idaho7 oraz Ksi¹¿êcy. Nadaj¹ piwu z³o¿ony aromat sosnowo-¿ywiczny, cytrusów, owoców tropikalnych, czerwonych pomarañczy, ale i moreli.";10,98
"565";"Maryensztadt Wild & Funky Flanders Red 0,75";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-wild-funky-flanders-red-075/";"5.6";"12";"Belgijskie";"Flamandzkie czerwone piwo, poddawane fermentacji spontanicznej. Fermentowane w beczce po czerwonym winie przez 8 miesiêcy.  W aromacie dominuj¹ owoce: œliwka, wiœnia, a tak¿e porzeczki. W smaku kwaskowate o niskiej goryczce.";22,99
"566";"Maryensztadt Wild Quadrupel Rioja BA 0,44l";"Maryensztadt";"https://ipiwo.pl/produkt/maryensztadt-wild-quadrupel-rioja-ba-044l-puszka/";"13.5";"24";"Belgijskie";"Wild Quadrupel / Belgian Strong. Wysok¹ s³odowoœæ piwa kontruj¹ nuty funky i czerwonych owoców, uzyskane dziêki fermentacji w beczce po czerwonym winie. Delikatnie kwaœne i taniczne z wyczuwalnymi aromatami karmelu, chleba tostowego, a tak¿e suszonych owoców.";32,39
"567";"Mi³os³aw Bezalkoholowe IPA 0,5l puszka";"Fortuna";"https://ipiwo.pl/produkt/miloslaw-bezalkoholowe-ipa-05l-puszka/";"0.5";"6.2";"IPA";"Wyraziste IPA o chmielowym aromacie i smaku, ale bez alkoholu? Tak! To mo¿liwe, dziêki autorskiej metodzie warzenia piwa bezalkoholowego. Mi³os³aw Bezalkoholwe IPA chmielimy na zimno kompozycj¹ a¿ czterech odmian chmielu – Citra, Amarillo, Chinook i Lubelski. Dodatek herbaty Sencha Earl Grey dope³nia cytrusowo-¿ywiczny profil piwa.";5,99
"568";"Mi³os³aw Chmielowy Lager 0,5l puszka";"Fortuna";"https://ipiwo.pl/produkt/miloslaw-chmielowy-lager-05l-puszka/";"4.5";"10";"Lager";"Piwo o rzeœkim charakterze, ale treœciwe w smaku i aromacie. Uda³o siê to uzyskaæ dziêki kompozycji amerykañskiego chmielu dodanego na zimno i sporemu udzia³owi s³odu monachijskiego. WyraŸna chmielowoœæ o cytrusowo – tropikalnym charakterze i s³odowa podbudowa wyró¿niaj¹ piwo i sprawiaj¹, ¿e z chêci¹ siêga siê po nastêpne.";4,99
"569";"Mintaka Rigel – 500 ml puszka";"Mintaka";"https://ipiwo.pl/produkt/mintaka-rigel-05l-puszka/";"5.4";"14";"Pszeniczne";"Rigel- American Wheat z grejpfrutem, a tak¿e kafirem, 14 BLG, 5,4%. Chmielone: Mosaic, Ekuanot, Chinook i Iung¹.";12,99
"570";"Mio Mio Banana 0,5l bezzwrotne";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-mate-banan/";"0.0";NA;"Bezalkoholowe";"Mio Mio Mate to obok Club Mate kolejny napój energetyczny z yerba mate. MIO MIO bananowy – energetyczna lemoniada gazowana na bazie Yerba Mate i banana, œwietnie orzeŸwia, ale i dodaje energii. Wyj¹tkowy smak, dziêki sokowi z banana sprawia, ¿e mio mio banan – najczêœciej wybierany z ca³ej gamy smaków. Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";6,99
"571";"Mio Mio Cola 0,5l bezzwrotne";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-cola/";"0.0";NA;"Bezalkoholowe";"Mio Mio Mate to obok Club Mate kolejny napój energetyczny z yerba mate. Produkowany na bazie wody mineralnej z dodatkiem wyci¹gu z orzecha cola. Ekstrakt z yerba mate 0,4g/100ml, kofeina 20mg/100ml. Pobudza, orzeŸwia, a tak¿e dodaje pozytywnych si³ witalnych!!! Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";6,99
"572";"Mio Mio Ginger 0,5l bezzwrotne";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-mate-imbir/";"0.0";NA;"Bezalkoholowe";"Mio Mio Mate to obok Club Mate kolejny napój energetyczny z yerba mate. MIO MIO Ginger Imbirowe – energetyczna lemoniada gazowana na bazie Yerba Mate i imbiru, œwietnie orzeŸwia, ale i dodaje energii. Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";6,99
"573";"Mio Mio Guarana 0,5l bezzwrotne";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-guarana-05l-b-zwr/";"0.0";NA;"Pszeniczne";"Mio Mio Mate Guarana + Pomegranate to nowoœæ w rodzinie Mio Mio. Wzbogacona dodatkowo wyci¹giem z energetycznej Guarany, a za smak odpowiada sok z Granatu. MIO MIO Guarana to energetyczna lemoniada gazowana na bazie Yerba Mate, Guarany i Granatu. Œwietnie orzeŸwia i dodaje si³!! Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";6,99
"574";"Mio Mio Lapacho 0,5l bezzwrotne";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-lapacho-lemongrass/";"0.0";NA;"Pszeniczne";"Mio Mio Mate Lapacho + Lemongrass to nowoœæ w rodzinie Mio Mio. Wzbogacona dodatkowo wyci¹giem z drzewa ¿ycia LAPACHO, a za smak odpowiada tym razem ekstrakt z Trawy Cytrynowej. MIO MIO MATE Lapacho to energetyczna lemoniada gazowana na bazie Yerba Mate, Lapacho i Lemongrass. Œwietnie orzeŸwia i dodaje si³!! Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";6,99
"575";"Mio Mio Mate 0,5l bezzwrotne";"Bezalkoholowe";"https://ipiwo.pl/produkt/mio-mio-mate/";"0.0";NA;"Pszeniczne";"Mio Mio to napoje na bazie yerba mate, a tak¿e wody mineralnej. Mio Mio Mate to niepowtarzalny smak i jakoœæ. Napój zawiera 20 mg / 100 ml naturalnej kofeiny. Nie zaleca siê stosowania u dzieci, kobiet w ci¹¿y i karmi¹cych piersi¹.";6,99
